t,x1,y1,x2,y2,x3,y3,x4,y4
3974400,340281.147,125607.7972,1.039544743e+11,1.062843134e+11,2.783014897e+10,1.030505777e+11,2.075414885e+11,9.288350982e+10
4060800,353481.916,133618.0609,1.020764165e+11,1.080673292e+11,2.485482673e+10,1.037969548e+11,2.066693131e+11,9.477749453e+10
4147200,366830.336,141935.8047,1.001675646e+11,1.098177439e+11,2.185924684e+10,1.044587303e+11,2.057797124e+11,9.666348826e+10
4233600,380318.7211,150564.0751,9.822848501e+10,1.115350191e+11,1.884584595e+10,1.050353409e+11,2.048727584e+11,9.85413306e+10
4320000,393939.3158,159505.7131,9.62597536e+10,1.132186259e+11,1.581707709e+10,1.055262956e+11,2.039485246e+11,1.004108618e+11
4406400,407684.3009,168763.3516,9.426195581e+10,1.148680458e+11,1.277540748e+10,1.059311757e+11,2.030070861e+11,1.022719227e+11
4492800,421545.7999,178339.4142,9.223568636e+10,1.164827702e+11,9723316268,1.062496356e+11,2.020485193e+11,1.041243548e+11
4579200,435515.8845,188236.1136,9.018154907e+10,1.180623011e+11,6663292244,1.064814029e+11,2.010729023e+11,1.059680003e+11
4665600,449586.5811,198455.4505,8.810015675e+10,1.19606151e+11,3597831586,1.06626279e+11,2.000803143e+11,1.078027021e+11
4752000,463749.8771,208999.2125,8.599213093e+10,1.21113843e+11,529435562.2,1.066841389e+11,1.990708362e+11,1.096283038e+11
4838400,477997.7267,219868.9732,8.385810172e+10,1.225849114e+11,-2539391769,1.066549319e+11,1.980445504e+11,1.114446496e+11
4924800,492322.0572,231066.0918,8.169870758e+10,1.240189011e+11,-5606145852,1.06538681e+11,1.970015405e+11,1.132515846e+11
5011200,506714.7754,242591.7123,7.951459517e+10,1.254153687e+11,-8668323942,1.063354833e+11,1.959418917e+11,1.150489544e+11
5097600,521167.774,254446.7635,7.730641912e+10,1.267738817e+11,-1.17234274e+10,1.0604551e+11,1.948656907e+11,1.168366056e+11
5184000,535672.9371,266631.9591,7.507484183e+10,1.280940195e+11,-1.476896398e+10,1.056690058e+11,1.937730253e+11,1.186143854e+11
5270400,550222.1472,279147.7976,7.282053326e+10,1.29375373e+11,-1.780245012e+10,1.052062891e+11,1.926639852e+11,1.203821418e+11
5356800,564807.2909,291994.5627,7.054417075e+10,1.306175449e+11,-2.082141324e+10,1.046577512e+11,1.915386611e+11,1.221397237e+11
5443200,579420.2654,305172.324,6.824643876e+10,1.318201498e+11,-2.382339394e+10,1.040238564e+11,1.903971452e+11,1.238869806e+11
5529600,594052.9844,318680.9378,6.592802871e+10,1.329828144e+11,-2.680594833e+10,1.033051412e+11,1.892395312e+11,1.256237631e+11
5616000,608697.3841,332520.0479,6.358963869e+10,1.341051778e+11,-2.976665018e+10,1.025022138e+11,1.880659141e+11,1.273499223e+11
5702400,623345.4298,346689.0868,6.123197334e+10,1.351868912e+11,-3.270309314e+10,1.016157534e+11,1.868763903e+11,1.290653103e+11
5788800,637989.1212,361187.2772,5.885574353e+10,1.362276184e+11,-3.561289296e+10,1.006465097e+11,1.856710577e+11,1.307697802e+11
5875200,652620.4987,376013.6333,5.646166618e+10,1.372270357e+11,-3.849368959e+10,9.959530192e+10,1.844500153e+11,1.324631858e+11
5961600,667231.6495,391166.9626,5.405046405e+10,1.381848321e+11,-4.134314929e+10,9.846301819e+10,1.832133636e+11,1.341453816e+11
6048000,681814.7128,406645.868,5.162286546e+10,1.391007096e+11,-4.415896676e+10,9.725061434e+10,1.819612046e+11,1.358162235e+11
6134400,696361.8859,422448.7496,4.917960409e+10,1.399743828e+11,-4.693886718e+10,9.595911311e+10,1.806936415e+11,1.374755678e+11
6220800,710865.43,438573.807,4.672141877e+10,1.408055795e+11,-4.968060816e+10,9.458960307e+10,1.794107787e+11,1.391232719e+11
6307200,725317.6753,455019.0421,4.424905316e+10,1.415940406e+11,-5.238198179e+10,9.314323747e+10,1.781127222e+11,1.407591943e+11
6393600,739711.0265,471782.261,4.176325559e+10,1.423395203e+11,-5.504081653e+10,9.162123311e+10,1.767995791e+11,1.423831943e+11
6480000,754037.9686,488861.0774,3.926477881e+10,1.430417859e+11,-5.765497908e+10,9.002486907e+10,1.754714581e+11,1.43995132e+11
6566400,768291.0715,506252.9153,3.67543797e+10,1.437006182e+11,-6.022237625e+10,8.835548543e+10,1.741284688e+11,1.455948687e+11
6652800,782462.9956,523955.0117,3.423281905e+10,1.443158113e+11,-6.27409567e+10,8.661448192e+10,1.727707224e+11,1.471822667e+11
6739200,796546.4965,541964.4205,3.170086136e+10,1.448871731e+11,-6.520871273e+10,8.480331651e+10,1.713983313e+11,1.48757189e+11
6825600,810534.43,560278.0153,2.91592745e+10,1.45414525e+11,-6.762368191e+10,8.292350397e+10,1.700114092e+11,1.503195e+11
6912000,824419.7566,578892.4931,2.660882955e+10,1.458977019e+11,-6.998394875e+10,8.097661433e+10,1.68610071e+11,1.518690649e+11
6998400,838195.5466,597804.3779,2.405030048e+10,1.463365525e+11,-7.228764625e+10,7.896427135e+10,1.67194433e+11,1.534057498e+11
7084800,851854.984,617010.0245,2.148446395e+10,1.467309395e+11,-7.453295743e+10,7.688815093e+10,1.657646127e+11,1.549294222e+11
7171200,865391.3712,636505.6223,1.891209903e+10,1.470807391e+11,-7.671811677e+10,7.474997942e+10,1.643207286e+11,1.564399502e+11
7257600,878798.1332,656287.1992,1.633398694e+10,1.473858417e+11,-7.884141162e+10,7.255153199e+10,1.628629009e+11,1.579372035e+11
7344000,892068.8212,676350.6258,1.375091084e+10,1.476461513e+11,-8.090118355e+10,7.029463088e+10,1.613912506e+11,1.594210524e+11
7430400,905197.1171,696691.6197,1.11636555e+10,1.47861586e+11,-8.289582961e+10,6.798114366e+10,1.599059002e+11,1.608913685e+11
7516800,918176.8369,717305.7496,8573007101,1.480320779e+11,-8.482380351e+10,6.561298141e+10,1.584069733e+11,1.623480246e+11
7603200,931001.9342,738188.4395,5979752974,1.481575731e+11,-8.668361687e+10,6.319209694e+10,1.568945947e+11,1.637908944e+11
7689600,943666.504,759334.9737,3384681314,1.482380318e+11,-8.847384017e+10,6.072048291e+10,1.553688903e+11,1.652198529e+11
7776000,956164.7856,780740.5008,788580943,1.482734279e+11,-9.019310391e+10,5.820016997e+10,1.538299873e+11,1.66634776e+11
7862400,968491.1658,802400.0388,-1807758954,1.482637499e+11,-9.184009946e+10,5.563322485e+10,1.522780142e+11,1.680355411e+11
7948800,980640.1823,824308.4791,-4403549086,1.482089998e+11,-9.341358002e+10,5.302174848e+10,1.507131002e+11,1.694220265e+11
8035200,992606.5258,846460.592,-6998000317,1.48109194e+11,-9.49123614e+10,5.0367874e+10,1.491353762e+11,1.707941117e+11
8121600,1004385.043,868851.0309,-9590323922,1.47964363e+11,-9.633532283e+10,4.767376485e+10,1.475449739e+11,1.721516774e+11
8208000,1015970.74,891474.3375,-1.217973185e+10,1.47774551e+11,-9.768140761e+10,4.494161279e+10,1.459420261e+11,1.734946056e+11
8294400,1027358.781,914324.9464,-1.476543697e+10,1.475398165e+11,-9.894962379e+10,4.217363593e+10,1.44326667e+11,1.748227793e+11
8380800,1038544.498,937397.1901,-1.734665334e+10,1.47260232e+11,-1.001390447e+11,3.937207674e+10,1.426990316e+11,1.761360829e+11
8467200,1049523.382,960685.3043,-1.992259648e+10,1.469358839e+11,-1.012488095e+11,3.653920005e+10,1.410592561e+11,1.77434402e+11
